inning,pitch_count,velocity_drop,earned_runs,pitch_type,pitcher_hand,batter_side,next_batter_side,batter_slugging,replace_decision
5,143,0.27548775717217744,1,Slider,R,S,R,0.7419470509012474,1
8,139,6.385874510990511,4,Curveball,R,S,R,0.3281895792825257,1
6,34,5.807379495968043,5,Cutter,R,R,L,0.5724909787052698,1
4,102,0.6545512365179045,1,Cutter,L,L,R,0.5601128592295187,1
8,25,1.0193241504124275,4,Fastball,R,L,L,0.5957137708015126,1
3,86,7.140670211116962,3,Cutter,R,R,L,0.7680614724324035,1
3,141,6.1530312129742395,6,Slider,L,S,R,0.2995290867169667,1
4,103,7.969282369733393,4,Cutter,R,R,L,0.5926143956739944,1
9,130,2.0318995936401736,6,Fastball,R,R,L,0.3094280372334172,1
5,83,3.902423910950519,4,Changeup,L,L,R,0.3885807234400557,0
8,145,1.8916766084988454,6,Cutter,R,R,L,0.4339769201277927,0
6,47,4.982401107818478,0,Cutter,R,S,L,0.7012345192469285,1
3,117,0.9233139127305439,6,Slider,L,L,S,0.23222601797251677,0
8,32,1.0179453819442648,6,Slider,R,L,S,0.6401914749227653,0
9,105,0.5751031312409811,0,Changeup,R,S,R,0.7475552201522302,1
8,40,5.548688658113336,0,Sinker,L,R,R,0.24754510388831596,0
4,82,3.952580619465654,5,Sinker,R,L,R,0.6744380097008493,1
6,130,4.94184973083704,6,Curveball,R,R,R,0.26458534918663457,0
1,95,7.034408372714871,4,Cutter,R,S,R,0.7777121889177538,0
4,92,5.922627878042869,7,Slider,L,L,S,0.6892188277389573,1
8,26,3.693783345333528,3,Curveball,L,S,S,0.6169906041112864,0
1,91,7.8748479071538116,1,Cutter,L,L,L,0.5300356821973612,0
3,148,3.650048809135786,7,Cutter,L,S,S,0.7524904929387857,1
1,123,0.8996053858682656,0,Curveball,R,R,R,0.2714427799477324,1
9,47,7.941237978021728,2,Slider,R,S,S,0.27307052811005916,0
2,62,0.1825658401187784,4,Changeup,L,S,L,0.6934937078172232,0
9,116,4.399068475902017,3,Sinker,L,S,R,0.489391926947532,0
4,65,2.472763909597674,3,Cutter,L,S,R,0.7070338330048194,1
2,20,4.0284172081358784,0,Fastball,R,S,L,0.4343970335216307,0
4,121,4.469703620756173,5,Fastball,R,R,S,0.47111613148321446,0
6,54,1.9207671702279008,0,Fastball,R,R,L,0.399247201788304,0
7,73,4.454870045898095,5,Changeup,R,L,R,0.7704429571285265,1
3,43,6.0484888960443,7,Sinker,L,S,R,0.4789700268128505,1
3,41,2.132078697951987,2,Cutter,R,R,S,0.6530582434816465,0
8,35,3.0674090665112566,2,Slider,R,S,L,0.6175452895377129,1
5,32,2.1459415453124633,0,Slider,L,S,S,0.3410521661912524,0
4,119,6.56447784790562,1,Sinker,L,L,R,0.748389430250676,0
7,119,5.7998580736767735,7,Changeup,R,S,L,0.5268092541713802,1
7,81,6.969571497747259,6,Sinker,R,R,L,0.713483628407563,1
9,106,1.3603991432132743,0,Cutter,R,L,S,0.6993127298972578,0
9,97,0.5886371052780124,0,Curveball,L,L,R,0.23520197893045092,1
5,86,0.9550680308693869,7,Curveball,L,L,L,0.5718636768614711,1
8,110,1.288146662593891,3,Cutter,L,S,S,0.6733906803277112,1
1,52,4.264661285398419,0,Cutter,L,L,R,0.7438989634915012,0
9,134,7.767296562902119,0,Slider,L,R,R,0.5037774098982062,1
8,38,2.8578833329342563,0,Changeup,R,R,R,0.6504275864381208,1
6,143,7.668066154881641,1,Changeup,R,L,S,0.781778258081584,1
3,139,0.30560635991343776,3,Sinker,R,L,R,0.6967054563959559,1
3,116,7.4149776225172666,4,Slider,R,L,S,0.7126538997404406,0
8,43,1.4492208584397694,7,Fastball,R,S,R,0.444369691983988,0
5,46,7.2997998857547906,4,Curveball,R,L,S,0.2550132028512672,1
7,94,0.4498194409236893,4,Cutter,R,L,S,0.7796171306341082,1
5,42,7.585755579960261,4,Sinker,L,S,L,0.6174911364912918,1
8,60,1.6063861145508866,3,Curveball,R,L,S,0.3026983946133204,0
4,75,2.4217124805852857,0,Curveball,L,L,L,0.784299316658774,1
2,117,3.927538752823665,4,Sinker,R,R,R,0.6294716497252324,0
3,25,3.0457670498838016,7,Changeup,R,R,R,0.2542209962995856,0
8,59,5.3402237541052,0,Slider,L,R,S,0.3024880781016855,1
7,61,7.798462138000619,6,Fastball,L,S,R,0.7192462333025695,0
2,51,4.851411926439526,6,Fastball,R,R,R,0.7722994935730434,1
6,29,5.771883275492394,4,Sinker,R,R,S,0.4188963866116795,0
9,88,0.704042002445612,1,Sinker,R,L,R,0.44795713258634273,0
4,28,5.022499432560043,7,Slider,R,S,R,0.4372727285188564,0
9,88,3.6307982163713053,0,Curveball,R,L,R,0.7012137171657742,1
2,118,7.086258863357027,3,Slider,L,L,L,0.4719536818255718,0
2,93,3.1056887971448157,5,Slider,L,S,R,0.42515433062224295,0
9,122,5.435633152399353,1,Cutter,L,S,S,0.5731211763414616,0
7,142,1.8252298260726327,7,Cutter,R,L,S,0.49431977619559425,1
7,121,2.074980268193568,5,Curveball,R,L,R,0.5200540670079785,1
1,27,3.008979447378189,1,Changeup,L,L,S,0.44420789968919483,0
6,38,2.432508300052022,3,Fastball,L,S,S,0.47630851549264314,0
7,21,2.0310307151205986,1,Cutter,R,L,S,0.2215851995161694,0
6,74,0.39734964720647437,6,Curveball,R,L,S,0.755469392861666,1
6,36,6.693970654019672,0,Sinker,R,R,R,0.21834365517029575,0
2,80,0.5144122471302746,2,Slider,R,R,S,0.6636874404271074,0
6,105,7.098924124823741,2,Cutter,R,R,L,0.3789612393582919,0
4,54,1.003723112544482,4,Slider,L,R,L,0.2673525723959885,1
9,122,0.5220938965012722,6,Slider,L,R,L,0.5658165218165281,0
1,85,4.504038111845577,4,Cutter,R,L,R,0.6241709799847451,0
8,20,4.019534340597774,0,Curveball,R,L,S,0.5781209819383919,1
5,138,3.929876550655081,3,Sinker,R,S,R,0.5456502512751455,1
1,74,4.596034620011182,0,Fastball,R,S,S,0.5217119267270978,1
4,119,2.296452848953246,4,Curveball,R,S,S,0.5246352328586257,1
1,40,5.3035941874368895,1,Changeup,R,L,S,0.7192526572402111,0
6,70,4.019217757657466,5,Changeup,R,R,S,0.2540921914107627,1
2,119,2.677947735658602,6,Fastball,R,L,S,0.2944212487222267,1
5,27,6.612005335845825,0,Sinker,L,L,R,0.6875905902841004,1
7,87,5.821768770613681,0,Changeup,R,S,R,0.38182396024926546,0
2,126,3.1488827355569757,3,Slider,L,S,L,0.6629360792243573,1
6,86,6.780942281830982,4,Changeup,L,S,R,0.41161756698240126,1
6,21,7.362066000894194,7,Cutter,R,S,L,0.7552460701052222,1
5,20,4.2949301366749,0,Slider,R,L,L,0.36880020265900604,0
5,20,1.7196196012553662,1,Curveball,L,S,S,0.45613782288258664,0
3,121,7.326337252375895,5,Sinker,R,R,R,0.29530488707081554,1
2,134,1.5158369607641378,1,Fastball,R,L,R,0.6000107188165287,0
7,107,0.3873858113381532,2,Cutter,R,R,S,0.44172866253242626,0
1,111,2.619896070985047,4,Cutter,L,L,S,0.7647225090563725,1
6,37,5.815730755688318,1,Fastball,R,L,L,0.20944880310945202,1
6,107,7.386192690828396,3,Changeup,L,S,R,0.4325908280040964,0
3,52,5.098285174515519,5,Fastball,R,R,R,0.21417776906538288,1
2,92,7.61470837573328,4,Fastball,R,L,L,0.39742491617632913,1
2,47,0.738966714207173,1,Changeup,L,R,L,0.42814714411942156,0
9,106,0.48602983670416045,0,Curveball,L,L,L,0.354881837522932,1
5,72,4.833535605949312,4,Sinker,L,L,S,0.35331866856720945,0
7,63,7.7289305799420385,1,Fastball,R,L,L,0.35603571334565187,0
5,99,4.021770471637792,7,Changeup,R,R,L,0.3597539263915437,0
7,33,0.41212180751444105,6,Cutter,L,L,S,0.3693716983587265,1
4,122,1.7697492486196493,0,Fastball,L,R,L,0.7107787613293322,1
8,55,1.9583432513261654,2,Sinker,R,R,L,0.22343243205444227,1
7,53,2.7028570330956,5,Fastball,R,S,R,0.7933458787412506,1
5,107,0.34882706868970104,4,Curveball,R,R,L,0.36891389964729693,0
6,35,7.23914160398333,4,Curveball,R,L,L,0.21676769337272125,1
5,60,4.124511557771962,1,Cutter,R,L,S,0.3050955020937916,0
7,44,5.3674463436328725,2,Curveball,L,L,L,0.7651197636619345,1
2,145,0.5373826951600718,3,Sinker,R,L,R,0.7985140864742228,0
5,27,0.4329237424291952,1,Cutter,R,R,R,0.348051840791256,0
3,131,4.691742176324378,1,Fastball,R,S,S,0.3352695610438492,0
9,113,7.098368084033664,3,Changeup,L,R,R,0.7016541568203287,1
6,103,4.227856007676376,7,Curveball,L,L,S,0.7485271488178864,1
3,87,7.022553380560572,3,Cutter,R,R,R,0.5902166885886995,1
7,86,6.487930184441915,3,Curveball,R,S,R,0.7614921890503121,0
4,130,0.606830286359366,5,Curveball,L,S,L,0.7700074873237917,1
3,37,1.6156597950855192,3,Slider,R,S,S,0.6558129530810688,1
8,75,5.26168535324274,6,Fastball,L,S,L,0.40922500061588235,0
4,54,3.5480110604003325,3,Curveball,L,S,S,0.28967580349818267,0
1,137,2.3255985091753644,0,Changeup,L,R,L,0.5106035596020986,1
6,45,3.3490708483838327,0,Sinker,R,S,R,0.3737660559191025,1
1,80,3.561597170165075,3,Slider,L,S,L,0.27110109886443784,1
5,107,7.284418006572772,5,Cutter,R,L,R,0.43639787056955387,0
7,34,0.8276662696396242,5,Cutter,L,S,S,0.4878594463809598,1
6,110,2.23784597446092,2,Changeup,L,R,S,0.5971916911524437,1
2,51,4.3005185326617115,5,Changeup,L,L,R,0.3326836241571452,1
4,83,5.586295413044733,6,Sinker,L,R,L,0.7210962112269372,1
2,105,5.045098311673949,6,Fastball,L,L,R,0.31126507053157565,1
1,64,7.533141901899156,2,Changeup,R,S,L,0.7983378570481012,1
3,54,6.364871398555786,3,Cutter,L,R,R,0.5341274911737437,0
3,45,4.456614735795442,5,Fastball,L,L,R,0.2881054172173407,0
7,42,1.71746153338806,0,Changeup,R,R,S,0.7006361942491162,1
1,48,3.6069938512179185,2,Changeup,R,L,L,0.35223870463404006,0
9,83,5.547057953555819,0,Cutter,L,S,L,0.31298781352686217,1
6,132,6.703697398688679,6,Fastball,R,R,R,0.2808756626727202,1
4,137,7.677889795379099,1,Slider,L,R,L,0.5305368718725948,0
3,86,4.843622129103341,7,Slider,L,R,R,0.7275958913556042,0
3,127,4.21535493843546,6,Sinker,L,S,R,0.7382660629592734,1
2,105,0.1415353849691865,6,Fastball,R,S,L,0.6713711505987822,1
2,48,0.5767925532014395,0,Changeup,L,L,L,0.548868355163716,0
5,79,1.2488399810992021,3,Changeup,R,R,R,0.517930214316408,1
9,73,0.4380794495170246,5,Fastball,L,L,L,0.42426304592998776,0
2,112,3.2069059104394118,6,Slider,L,L,L,0.22643983919905467,1
2,88,2.6950283611109773,5,Sinker,R,S,L,0.7019533146900692,0
6,136,5.098833262947143,7,Curveball,L,R,L,0.7996833448876113,1
2,28,4.285320863467222,4,Cutter,L,S,S,0.7525082013571516,1
4,145,4.767766075102878,7,Fastball,R,R,S,0.7598231316478159,1
6,96,3.775817623501233,7,Sinker,R,L,R,0.3999338201033467,1
5,29,2.221897188434057,3,Curveball,L,S,R,0.2595835032936563,0
1,121,7.622602519571816,7,Cutter,L,S,S,0.7229499104860337,0
6,77,0.6912732780811117,1,Curveball,R,R,R,0.6582859250504516,0
1,132,7.5111279957224575,5,Curveball,L,L,S,0.4342244363699546,0
3,125,2.4899043749178773,0,Cutter,L,S,R,0.7001465344207325,1
5,54,4.101291562938379,2,Curveball,R,L,L,0.283241405117719,0
5,122,0.8707385826203691,6,Slider,R,S,L,0.5906505139468368,1
6,122,0.5674485469680741,3,Sinker,L,S,S,0.7720303314015029,1
8,116,3.436363589748823,7,Fastball,R,S,S,0.7462509989428205,1
5,125,5.933579011037425,5,Sinker,R,L,S,0.6565098494980621,1
1,90,2.1549182203883914,2,Slider,R,L,S,0.35994967208351025,1
5,96,4.4987831114825605,0,Slider,L,L,L,0.2615382149885176,1
3,73,2.2292027241825467,7,Cutter,L,L,L,0.3948416676027319,1
4,40,3.1089044871443265,5,Cutter,R,L,S,0.5704120632694566,1
8,130,7.251570547790598,7,Cutter,R,L,S,0.38990354371072433,0
7,94,6.846717003959356,7,Curveball,L,L,R,0.4478686149832773,1
5,33,4.128140347341039,1,Curveball,L,R,L,0.44216376585861394,0
2,21,1.90484501977663,6,Fastball,L,L,L,0.40149603613284485,0
6,127,1.5454713018641826,6,Curveball,L,L,S,0.7540709459635746,1
6,97,7.632698824285714,3,Fastball,R,R,R,0.39197154357757136,1
6,67,1.6217327720855002,2,Slider,R,R,L,0.7961163663298982,1
9,110,6.465346487300313,5,Fastball,L,L,R,0.32560048116206475,0
8,36,2.951761676284298,6,Fastball,L,L,R,0.7235750073049583,1
8,31,7.885278780465907,3,Cutter,R,L,L,0.6394022829975109,1
1,45,2.945245922902303,7,Curveball,L,R,L,0.6012830422562646,1
5,56,2.812132999285809,5,Changeup,L,S,R,0.467208941052717,0
7,89,5.099709031020985,3,Changeup,R,S,R,0.6899522724070664,1
6,98,7.692134453014554,2,Cutter,R,S,L,0.49533134070785545,1
5,109,7.809676846371463,1,Sinker,L,S,S,0.28132419429750477,1
8,60,5.657649171735882,3,Sinker,L,S,R,0.36829836946605166,0
3,148,6.036850925090829,1,Sinker,L,L,L,0.30945764906537654,1
6,36,4.507217407784221,1,Slider,R,S,R,0.5417680452546567,0
5,72,6.046205913058655,6,Slider,L,L,L,0.5932432945843329,0
8,137,6.878237239763973,6,Slider,R,R,R,0.4015607977967355,1
4,128,3.888762425560186,0,Fastball,L,R,R,0.2237094829778772,0
8,96,4.958898102640824,5,Curveball,L,S,S,0.5952425668065964,0
2,99,4.298533561864382,2,Slider,R,R,R,0.2371758598779778,1
9,64,4.499764908229418,7,Changeup,R,L,R,0.7794040989818862,0
9,37,7.120383278991527,0,Fastball,L,S,R,0.7323666454862121,1
6,118,2.844934641644562,4,Slider,R,S,L,0.6985289658074343,1
4,87,1.6654722048049937,7,Slider,L,L,L,0.4205257757717552,1
4,102,3.650240882189033,6,Sinker,R,L,L,0.6469957402929096,1
6,69,1.6646815238501214,5,Sinker,R,L,L,0.22751159133163024,1
5,44,3.987203405296153,0,Curveball,L,S,R,0.2537808146069634,0
6,140,7.228064842856469,7,Curveball,R,R,S,0.49672769148851803,1
7,87,4.939468163859822,3,Fastball,L,R,R,0.5520592149222951,0
7,75,6.843462826424622,3,Changeup,R,R,R,0.6601704270265274,1
9,58,1.3295273569240944,3,Cutter,R,R,S,0.3786285498110097,1
8,82,7.206988740297414,4,Sinker,L,S,S,0.5255629724026567,1
6,147,4.814297315256926,1,Changeup,L,L,S,0.23752554552384753,1
6,141,0.2540783099238384,6,Sinker,R,R,S,0.482520647693024,1
5,78,5.0649516422802945,3,Curveball,L,S,S,0.6027562687703866,0
1,67,7.611175650087343,7,Curveball,L,S,S,0.7937849555742706,1
9,55,0.6333360038028966,5,Cutter,L,R,L,0.660776232868818,1
9,107,4.659649043756577,5,Changeup,L,L,S,0.7972890344267058,1
9,44,7.323828822957718,6,Changeup,R,L,S,0.4987493774488895,0
8,38,0.07756134667499648,0,Cutter,L,S,S,0.4597713846961622,1
3,85,5.047303411726586,1,Curveball,R,L,S,0.7005238168695749,0
1,99,3.7992183346477013,0,Fastball,L,S,S,0.47743105797500557,0
8,144,2.775914549188885,0,Changeup,L,L,L,0.6536828701168886,1
7,122,5.020291919563008,3,Slider,L,R,L,0.796701836481778,1
5,148,0.4216167566993354,0,Changeup,L,L,L,0.6347575465191193,1
7,146,6.024504370299201,7,Changeup,R,R,R,0.2085817133867207,1
4,40,0.035835815357661005,7,Changeup,L,R,S,0.30817000698663205,0
9,145,2.455485950338818,6,Curveball,L,S,L,0.3657608276316312,1
2,143,4.031669101477427,4,Slider,R,R,S,0.6932812838812534,1
9,30,3.0161780045324136,5,Changeup,L,S,S,0.7592799721847776,1
9,41,2.45980748164466,5,Fastball,L,R,L,0.5898185761947994,1
5,130,6.646681163744769,5,Sinker,L,R,L,0.25282230232255193,0
1,144,7.478660594175271,6,Sinker,L,R,S,0.4997146389787284,1
7,76,6.98970147924711,7,Slider,R,L,S,0.715425430994677,1
4,108,4.179450504399997,7,Cutter,R,L,R,0.41731138848325205,1
9,147,7.073313401547864,1,Fastball,R,R,L,0.23916422135437376,1
6,64,7.36689252145235,3,Cutter,R,S,S,0.6677484055354752,1
3,55,3.273907176379696,3,Changeup,L,R,R,0.5942718169848482,1
6,106,2.2675668760435634,6,Curveball,L,S,S,0.48018280745103076,1
6,137,0.7861216465065626,0,Changeup,R,R,L,0.7098836774615835,0
5,91,3.8327353683938323,0,Changeup,L,R,S,0.7098273728036988,1
2,87,7.570375363507531,2,Cutter,L,S,L,0.6205756813057601,0
2,122,4.487260224562968,2,Changeup,R,S,R,0.7653909814246913,1
7,48,5.340496814289373,3,Fastball,R,L,S,0.47236642412331736,0
2,124,0.9030705479347807,6,Curveball,R,S,L,0.6373573396596277,1
6,92,1.14815731313805,3,Cutter,L,R,R,0.698409064392787,0
5,138,3.7157860956773803,0,Slider,L,S,R,0.5813566471582661,1
4,104,7.610118391869806,6,Sinker,L,L,L,0.5318661895772132,1
7,108,2.886277132732231,7,Changeup,L,R,S,0.6391989642190126,1
8,108,7.019872330540268,4,Sinker,L,R,L,0.41270317097562015,0
4,95,0.9623087474056922,4,Cutter,L,R,R,0.4198581682712459,0
1,135,4.936137655469681,5,Sinker,R,S,L,0.7859679917460891,1
1,72,4.8049038152841455,0,Changeup,R,R,R,0.27130263041595043,0
1,83,6.878998000562148,6,Changeup,R,R,R,0.705198357974876,0
1,50,0.02653363523921204,2,Cutter,R,S,R,0.6732475514801433,0
5,55,1.5194533375805772,7,Fastball,L,R,R,0.23249617256716676,1
4,29,1.7575010034358538,2,Slider,R,S,S,0.622101425744892,0
9,45,7.599728704725899,4,Changeup,R,S,R,0.2563300616187384,0
3,39,1.2295492501591596,3,Fastball,R,L,R,0.3263007954925966,0
7,144,0.29569880176448304,0,Changeup,R,R,R,0.7749285186186967,1
8,63,4.275691957934464,5,Changeup,L,S,L,0.4172903288842211,0
6,81,4.228467699469453,7,Fastball,R,L,S,0.23408109035388858,0
1,98,6.752375722942914,5,Changeup,L,S,R,0.512718868854372,1
8,28,7.590877201422416,3,Slider,R,R,L,0.32384805220741014,0
3,90,4.308363537121048,2,Sinker,L,L,R,0.4557975171928967,1
8,109,7.439953459357244,4,Cutter,R,S,S,0.26099478147808286,1
4,43,5.801273210398637,3,Sinker,L,L,S,0.25758133377194314,1
8,79,2.11647302396468,2,Fastball,L,R,S,0.50248579997978,0
1,103,7.4273656875514105,2,Sinker,L,S,S,0.40152636612100784,0
3,139,5.339545409454998,6,Curveball,R,R,L,0.29316219210185435,1
6,97,3.3127674619410703,5,Changeup,R,S,S,0.5482226188221884,1
9,35,5.4419366761354455,2,Cutter,R,L,L,0.23731527399029045,1
2,48,3.210502621950007,3,Slider,L,R,L,0.6516433018336021,1
1,138,0.9134701439036741,1,Slider,L,L,S,0.2308028770299192,1
3,54,5.751829977415198,4,Curveball,L,S,L,0.7822226293056949,0
4,62,6.59270089736595,2,Sinker,R,S,L,0.64137483157814,1
5,115,5.830449592155102,3,Slider,R,R,S,0.7383276095744955,1
3,138,1.8329173420534124,7,Sinker,L,R,R,0.46396944995631983,0
2,72,7.653080107820903,5,Cutter,R,S,R,0.2348486238562391,1
2,39,0.20203649352924735,0,Curveball,L,L,L,0.337664063729638,0
7,134,2.6614823790051245,5,Sinker,R,S,S,0.7826569791590063,0
9,27,2.080739476279164,6,Fastball,L,L,S,0.5713349493401927,0
2,141,0.38500982091880775,4,Sinker,L,R,S,0.3367229976947609,1
7,61,3.2458375439093476,0,Sinker,L,L,R,0.48969055162905095,1
7,96,4.984918721302196,0,Curveball,R,S,L,0.39046481678992573,1
7,89,7.0604229078808105,5,Fastball,R,L,S,0.493830646749647,1
3,130,7.9175177295317605,3,Slider,L,R,L,0.7019744926937943,1
7,35,6.464716691235185,5,Cutter,R,L,S,0.3335332944968483,1
1,88,3.7494441497025983,7,Sinker,R,S,S,0.43945281984217877,1
1,72,5.789635407736245,1,Changeup,L,S,S,0.46765399063582747,0
5,25,6.748990308717126,3,Curveball,R,L,L,0.5522320586599728,0
2,142,3.7224575713494508,3,Slider,R,S,R,0.24663710454193125,0
9,52,6.280435472203999,4,Sinker,R,R,R,0.3242069517217826,1
7,34,3.861219346503014,7,Cutter,R,L,L,0.43869961127008994,0
4,33,3.0919679270137816,6,Changeup,L,L,S,0.685604429437355,0
4,82,4.20872670227009,6,Curveball,R,L,R,0.31210525692368984,0
2,24,5.406837901017159,3,Cutter,R,S,R,0.7289142743175541,1
5,140,5.815056450548779,7,Slider,R,L,L,0.4034984057101596,1
4,109,2.853890151136863,7,Sinker,L,L,L,0.35230360868048705,1
1,126,4.570562012448279,7,Sinker,L,L,L,0.44562937884560366,0
8,35,7.278966992643577,4,Sinker,L,L,S,0.5322246449941683,0
3,118,7.810503200885118,2,Curveball,R,R,S,0.640384492413743,0
6,72,1.817984729471636,4,Sinker,L,S,L,0.4861652168865827,1
4,96,1.5426493257067317,6,Curveball,R,R,L,0.690801781978709,1
9,112,5.413485067429188,3,Sinker,L,L,R,0.6912457477287168,1
7,117,3.3174710865875507,2,Fastball,L,S,R,0.2010439695724954,1
9,117,0.19377870734509628,2,Sinker,R,L,L,0.67494985779848,0
3,78,2.774894965178273,1,Fastball,L,R,L,0.46565214114238246,1
1,45,6.453957947778017,5,Curveball,L,L,L,0.7802523339098935,0
5,22,6.379415443065461,3,Cutter,L,R,R,0.6921358901188984,1
3,119,3.957481190532655,0,Slider,L,R,R,0.430404286636484,0
6,66,3.7806234791002824,5,Changeup,L,S,S,0.5807797051461878,1
8,24,4.63605953947502,3,Fastball,R,L,R,0.3165462648859124,0
4,81,1.7551736845086081,0,Slider,R,L,R,0.3742096709663377,1
5,103,4.208348999127644,5,Sinker,L,L,L,0.3212632586401002,0
5,99,0.08837088045318708,6,Curveball,R,S,L,0.650693787958618,1
4,82,3.8044764382650698,1,Slider,R,R,S,0.2049296114027136,0
4,44,2.6884083700047405,3,Slider,L,S,L,0.4443638637250038,0
4,63,5.398956847229277,5,Sinker,L,S,L,0.7025395989714665,0
4,33,5.10682867322102,1,Slider,R,R,R,0.6254480164287071,1
4,105,3.046687041462472,0,Curveball,L,L,L,0.45305264739620127,1
5,38,0.058183851828732536,4,Fastball,R,R,R,0.5798260091719485,0
2,121,2.0181890351596836,6,Changeup,R,R,R,0.4590787377588569,1
2,39,5.066782801513298,3,Cutter,L,R,L,0.7064045095847808,1
9,98,0.5789867441400363,2,Fastball,L,L,L,0.5435609619550356,1
2,117,0.8611393746677107,2,Changeup,R,R,R,0.5795708843509202,0
6,140,5.176280196536697,1,Curveball,R,S,S,0.7931727399353827,1
2,36,6.046139207594338,6,Changeup,L,R,L,0.6620643797999062,0
5,69,2.572397664101697,4,Curveball,L,R,R,0.3715756968602705,1
4,29,3.917384524132495,2,Changeup,L,S,R,0.6637844760855027,1
7,77,7.565690919869269,7,Fastball,L,L,L,0.757092049021024,1
7,114,7.564348497407756,2,Sinker,L,S,R,0.37704576640777987,1
6,126,2.460022195707441,7,Sinker,L,L,L,0.690379610611621,0
5,52,6.479903000136722,3,Sinker,R,L,S,0.3426928613468211,0
1,65,4.75155242245487,2,Curveball,R,L,S,0.46042004300905165,0
3,148,7.80387594680304,6,Slider,L,L,R,0.6141037559859923,1
9,81,3.820908557688772,6,Sinker,R,S,L,0.3461165169286534,1
1,106,6.197654944124492,7,Curveball,R,L,L,0.3123771776904676,1
5,92,6.145097036918968,0,Curveball,R,S,S,0.477526194923352,0
2,20,3.979462941064609,1,Changeup,R,R,S,0.6699209193739344,1
4,40,6.365040914378462,6,Curveball,R,S,L,0.5575179287733139,0
1,41,2.088322666455972,5,Changeup,R,R,R,0.620728759336036,1
3,23,0.978024290321831,2,Fastball,R,S,L,0.6135662729526992,0
7,84,3.40130995724253,3,Curveball,R,R,R,0.5266993536244458,0
3,82,7.549045253068678,7,Slider,L,S,R,0.3893661053816415,1
4,55,4.00595686562023,5,Slider,L,S,L,0.45302673515028763,0
2,48,5.082073109175416,0,Fastball,L,S,L,0.42837228376033526,1
3,88,4.993299647263003,7,Sinker,L,S,S,0.2474418273734704,1
9,130,1.0605829381562435,5,Slider,R,R,S,0.7390773566597537,1
3,119,3.122375059017682,7,Changeup,L,L,S,0.5851129666203716,1
5,60,5.655511783374998,2,Curveball,L,S,R,0.7143133991289232,1
2,67,7.77592078864581,1,Cutter,R,R,S,0.6656362797569626,0
4,149,1.3441419063762092,1,Curveball,L,S,L,0.24097717189810416,0
7,130,3.28353512271293,6,Curveball,L,L,R,0.32978422654424455,1
7,81,0.7607503984218349,1,Cutter,R,R,S,0.7704407830642006,1
3,126,1.9390116771940482,2,Sinker,L,R,L,0.47715832457130414,1
5,125,3.014074746609202,0,Slider,L,R,L,0.6871641778071103,0
1,132,4.325145983618803,6,Slider,R,S,S,0.5452860405260533,0
1,87,1.8445350579126476,4,Curveball,R,S,L,0.6941371297383703,1
5,108,1.8205012894294859,5,Slider,L,L,L,0.6407649275405449,1
9,97,6.22263983312163,6,Changeup,L,L,L,0.36783886695989676,1
1,94,7.70113330357505,1,Changeup,L,S,S,0.7947287220645334,1
1,44,2.5889037420116496,0,Cutter,R,S,L,0.49431257614983026,0
4,26,5.503936149085441,7,Curveball,L,R,R,0.5509964917457877,0
4,132,2.064643690863366,7,Sinker,L,S,L,0.5242610198298006,1
2,55,7.423618039725056,3,Changeup,L,R,L,0.7311092249844107,1
9,29,5.383218881323186,3,Fastball,L,L,S,0.3679339649677609,1
9,132,6.42141483710056,7,Slider,R,S,L,0.23702745911853618,0
2,55,0.3948323455933185,0,Sinker,R,L,S,0.456855681613599,0
9,37,4.788047745924997,3,Curveball,L,S,S,0.7509912922106927,0
6,121,4.220898650867058,3,Changeup,L,S,S,0.4635874467403297,1
8,44,2.343975255292256,1,Cutter,R,R,S,0.36653688292426745,0
4,52,2.0994398804585446,2,Changeup,R,S,L,0.5710975738081417,0
2,106,4.640198418535758,2,Fastball,R,L,L,0.6425286387319475,0
2,92,5.651885080057801,2,Changeup,R,S,S,0.47765402284856767,1
9,25,0.2653820562815117,2,Curveball,L,L,S,0.4280166113434885,0
1,86,4.539212655389635,0,Cutter,R,S,S,0.4187026559444517,1
7,112,1.363676231573029,6,Cutter,R,L,S,0.4527875532406935,0
3,127,1.1229018510888045,1,Fastball,L,L,L,0.7056029000708126,1
3,45,4.984955904757476,0,Curveball,L,L,R,0.4895362765221647,0
2,57,2.4869609377397843,7,Fastball,L,S,L,0.38861362553691003,0
6,122,3.527041865078912,5,Fastball,L,R,S,0.3093889705942308,1
2,61,2.8799904755181833,5,Fastball,L,L,S,0.36956968616760344,1
4,85,5.18669056122019,3,Changeup,L,L,S,0.4776378803577933,1
9,61,3.760958128531751,7,Slider,L,R,S,0.5286883730024945,1
9,57,7.70766929630358,1,Changeup,R,L,R,0.5728935809475687,1
6,125,2.8190620728517226,4,Curveball,R,L,S,0.2428276501912292,1
4,115,5.9222747221026815,7,Sinker,L,S,R,0.5679025596965886,0
7,89,2.0583405406643562,2,Fastball,R,R,L,0.41119590578911563,0
1,57,4.070024741009175,5,Fastball,R,L,R,0.35418187160589,0
4,116,4.420558015215656,5,Slider,L,S,L,0.39863589305480984,1
5,127,2.6328742485018575,7,Cutter,R,S,R,0.6706793176388481,1
8,138,3.774244231301033,3,Fastball,R,S,S,0.6819728348574219,1
2,93,2.2342291031879373,2,Changeup,R,S,R,0.26225475823026595,0
5,76,0.048006253391855935,2,Fastball,R,R,S,0.4968042847267098,1
